year,basin,region,no,name,datetime,intensity,lat,lon
2000,WP,MM,27,SOULIK,2001-01-01:00:00:00,TS,14.8,131.625
2000,WP,MM,28,SOULIK,2001-01-01:03:00:00,TS,14.9879,132.029
2000,WP,MM,29,SOULIK,2001-01-01:06:00:00,TS,15.15,132.4
2000,WP,MM,30,SOULIK,2001-01-01:09:00:00,TS,15.2881,132.818
2000,WP,MM,31,SOULIK,2001-01-01:12:00:00,TS,15.4,133.225
2000,WP,MM,32,SOULIK,2001-01-01:15:00:00,TS,15.4893,133.598
2000,WP,MM,33,SOULIK,2001-01-01:18:00:00,TS,15.575,133.925
2000,WP,MM,34,SOULIK,2001-01-01:21:00:00,TS,15.6725,134.227
2000,WP,MM,35,SOULIK,2001-01-02:00:00:00,TS,15.8,134.45
2000,WP,MM,36,SOULIK,2001-01-02:03:00:00,TS,15.9762,134.568
2000,WP,MM,37,SOULIK,2001-01-02:06:00:00,TS,16.175,134.625
2000,WP,MM,38,SOULIK,2001-01-02:09:00:00,TS,16.3662,134.689
2000,WP,MM,39,SOULIK,2001-01-02:12:00:00,TS,16.55,134.75
2000,WP,MM,40,SOULIK,2001-01-02:15:00:00,TS,16.7162,134.816
2000,WP,MM,41,SOULIK,2001-01-02:18:00:00,TS,16.875,134.9
2000,WP,MM,42,SOULIK,2001-01-02:21:00:00,TS,17.0394,135.01
2000,WP,MM,43,SOULIK,2001-01-03:00:00:00,TS,17.2,135.15
2000,WP,MM,44,SOULIK,2001-01-03:03:00:00,TS,17.3481,135.316
2000,WP,MM,45,SOULIK,2001-01-03:06:00:00,TS,17.5,135.5
2000,WP,MM,46,SOULIK,2001-01-03:09:00:00,TS,17.6769,135.689
2000,WP,MM,47,SOULIK,2001-01-03:12:00:00,TS,17.85,135.875
2000,WP,MM,48,SOULIK,2001-01-03:15:00:00,TS,18.0024,136.032
2000,WP,MM,49,SOULIK,2001-01-03:18:00:00,TS,18.125,136.2
2000,WP,MM,50,SOULIK,2001-01-03:21:00:00,TS,18.2113,136.423
2000,WP,MM,51,SOULIK,2001-01-04:00:00:00,TS,18.275,136.65
2000,WP,MM,52,SOULIK,2001-01-04:03:00:00,TS,18.3619,136.838
2000,WP,MM,53,SOULIK,2001-01-04:06:00:00,TS,18.4,137
2000,WP,MM,54,SOULIK,2001-01-04:09:00:00,TS,18.3518,137.143
2000,WP,MM,55,SOULIK,2001-01-04:12:00:00,TS,18.22,137.28
2000,WP,MM,56,SOULIK,2001-01-04:15:00:00,TS,18.0392,137.441
2000,WP,MM,57,SOULIK,2001-01-04:18:00:00,TS,17.75,137.533
2000,WP,MM,58,SOULIK,2001-01-04:21:00:00,TS,17.2995,137.429
2000,WP,MM,59,SOULIK,2001-01-05:00:00:00,TS,16.8429,137.186
2000,WP,MM,60,SOULIK,2001-01-05:03:00:00,TS,16.3328,136.73
2000,WP,MM,61,SOULIK,2001-01-05:06:00:00,TS,16.1,136.4
2001,SI,MM,7,ANDO,2001-01-01:00:00:00,TS,-10.3,65.4667
2001,SI,MM,8,ANDO,2001-01-01:03:00:00,TS,-10.4985,64.795
2001,SI,MM,9,ANDO,2001-01-01:06:00:00,TS,-10.6667,64.1333
2001,SI,MM,10,ANDO,2001-01-01:09:00:00,TS,-10.8007,63.5883
2001,SI,MM,11,ANDO,2001-01-01:12:00:00,TS,-10.9,63.1333
2001,SI,MM,12,ANDO,2001-01-01:15:00:00,TS,-10.9866,62.7291
2001,SI,MM,13,ANDO,2001-01-01:18:00:00,TS,-11.0333,62.4
2001,SI,MM,14,ANDO,2001-01-01:21:00:00,TS,-11.0216,62.1199
2001,SI,MM,15,ANDO,2001-01-02:00:00:00,TS,-11,61.9
2001,SI,MM,16,ANDO,2001-01-02:03:00:00,TS,-11.0258,61.7258
2001,SI,MM,17,ANDO,2001-01-02:06:00:00,TS,-11.0667,61.5667
2001,SI,MM,18,ANDO,2001-01-02:09:00:00,TS,-11.095,61.3767
2001,SI,MM,19,ANDO,2001-01-02:12:00:00,TS,-11.1333,61.1667
2001,SI,MM,20,ANDO,2001-01-02:15:00:00,TS,-11.19,60.9433
2001,SI,MM,21,ANDO,2001-01-02:18:00:00,TS,-11.2667,60.7
2001,SI,MM,22,ANDO,2001-01-02:21:00:00,TS,-11.3617,60.4383
2001,SI,MM,23,ANDO,2001-01-03:00:00:00,TS,-11.4667,60.1667
2001,SI,MM,24,ANDO,2001-01-03:03:00:00,TS,-11.5592,59.8925
2001,SI,MM,25,ANDO,2001-01-03:06:00:00,TS,-11.6667,59.6333
2001,SI,MM,26,ANDO,2001-01-03:09:00:00,TS,-11.7966,59.4191
2001,SI,MM,27,ANDO,2001-01-03:12:00:00,TS,-11.9667,59.2
2001,SI,MM,28,ANDO,2001-01-03:15:00:00,TS,-12.1775,58.9217
2001,SI,MM,29,ANDO,2001-01-03:18:00:00,TS,-12.4333,58.6333
2001,SI,MM,30,ANDO,2001-01-03:21:00:00,TS,-12.7208,58.3882
2001,SI,MM,31,ANDO,2001-01-04:00:00:00,TS,-13.0333,58.1333
2001,SI,MM,32,ANDO,2001-01-04:03:00:00,TS,-13.3625,57.8217
2001,SI,MM,33,ANDO,2001-01-04:06:00:00,TS,-13.6667,57.5
2001,SI,MM,34,ANDO,2001-01-04:09:00:00,TS,-13.8783,57.2065
2001,SI,MM,35,ANDO,2001-01-04:12:00:00,TS,-14.1,56.9333
2001,SI,MM,36,ANDO,2001-01-04:15:00:00,TS,-14.42,56.6758
2001,SI,MM,37,ANDO,2001-01-04:18:00:00,TS,-14.8,56.4333
2001,SI,MM,38,ANDO,2001-01-04:21:00:00,TS,-15.2141,56.1974
2001,SI,MM,39,ANDO,2001-01-05:00:00:00,TS,-15.6333,55.9667
2001,SI,MM,40,ANDO,2001-01-05:03:00:00,TS,-16.0075,55.7357
2001,SI,MM,41,ANDO,2001-01-05:06:00:00,TS,-16.3667,55.5
2001,SI,MM,42,ANDO,2001-01-05:09:00:00,TS,-16.7359,55.2375
2001,SI,MM,43,ANDO,2001-01-05:12:00:00,TS,-17.1,55
2001,SI,MM,44,ANDO,2001-01-05:15:00:00,TS,-17.4524,54.8498
2001,SI,MM,45,ANDO,2001-01-05:18:00:00,TS,-17.8,54.7
2001,SI,MM,46,ANDO,2001-01-05:21:00:00,TS,-18.1375,54.46
2001,SI,MM,47,ANDO,2001-01-06:00:00:00,TS,-18.5,54.2
2001,SI,MM,48,ANDO,2001-01-06:03:00:00,TS,-18.9258,53.9683
2001,SI,MM,49,ANDO,2001-01-06:06:00:00,TS,-19.3667,53.7667
2001,SI,MM,50,ANDO,2001-01-06:09:00:00,TS,-19.7741,53.6115
2001,SI,MM,51,ANDO,2001-01-06:12:00:00,TS,-20.1667,53.4667
2001,SI,MM,52,ANDO,2001-01-06:15:00:00,TS,-20.5575,53.2883
2001,SI,MM,53,ANDO,2001-01-06:18:00:00,TS,-20.9333,53.1
2001,SI,MM,54,ANDO,2001-01-06:21:00:00,TS,-21.2833,52.919
2001,SI,MM,55,ANDO,2001-01-07:00:00:00,TS,-21.6333,52.7333
2001,SI,MM,56,ANDO,2001-01-07:03:00:00,TS,-22.0167,52.5234
2001,SI,MM,57,ANDO,2001-01-07:06:00:00,TS,-22.4,52.3333
2001,SI,MM,58,ANDO,2001-01-07:09:00:00,TS,-22.7675,52.204
2001,SI,MM,59,ANDO,2001-01-07:12:00:00,TS,-23.1,52.1
2001,SI,MM,60,ANDO,2001-01-07:15:00:00,TS,-23.3966,51.9933
2001,SI,MM,61,ANDO,2001-01-07:18:00:00,TS,-23.6333,51.8667
2001,SI,MM,62,ANDO,2001-01-07:21:00:00,TS,-23.8008,51.6958
2001,SI,MM,63,ANDO,2001-01-08:00:00:00,TS,-23.9333,51.5
2001,SI,MM,64,ANDO,2001-01-08:03:00:00,TS,-24.0734,51.29
2001,SI,MM,65,ANDO,2001-01-08:06:00:00,TS,-24.2333,51.1
2001,SI,MM,66,ANDO,2001-01-08:09:00:00,TS,-24.4275,50.9608
2001,SI,MM,67,ANDO,2001-01-08:12:00:00,TS,-24.6667,50.8667
2001,SI,MM,68,ANDO,2001-01-08:15:00:00,TS,-24.9416,50.8091
2001,SI,MM,69,ANDO,2001-01-08:18:00:00,TS,-25.2667,50.7667
2001,SI,MM,70,ANDO,2001-01-08:21:00:00,TS,-25.64,50.6976
2001,SI,MM,71,ANDO,2001-01-09:00:00:00,TS,-26.0333,50.6333
2001,SI,MM,72,ANDO,2001-01-09:03:00:00,TS,-26.3975,50.5875
2001,SI,MM,73,ANDO,2001-01-09:06:00:00,TS,-26.7667,50.5667
2001,SI,MM,74,ANDO,2001-01-09:09:00:00,TS,-27.1642,50.5659
2001,SI,MM,75,ANDO,2001-01-09:12:00:00,TS,-27.5667,50.6
2001,SI,MM,76,ANDO,2001-01-09:15:00:00,TS,-27.9549,50.651
2001,SI,MM,77,ANDO,2001-01-09:18:00:00,TS,-28.3333,50.7667
2001,SI,MM,78,ANDO,2001-01-09:21:00:00,TS,-28.6548,50.9434
2001,SI,MM,79,ANDO,2001-01-10:00:00:00,MX,-29.12,51.24
2001,SI,MM,80,ANDO,2001-01-10:03:00:00,MX,-29.7779,51.6409
2001,SI,MM,81,ANDO,2001-01-10:06:00:00,MX,-30.4667,52.0333
2001,SI,MM,82,ANDO,2001-01-10:09:00:00,ET,-30.9351,52.2447
2001,SI,MM,83,ANDO,2001-01-10:12:00:00,ET,-31.4,52.5
2001,SI,MM,84,ANDO,2001-01-10:15:00:00,ET,-31.9499,52.5309
2001,SI,MM,85,ANDO,2001-01-10:18:00:00,ET,-32.5,52.5
2001,SI,MM,86,ANDO,2001-01-10:21:00:00,ET,-32.98,52.5996
2001,SI,MM,87,ANDO,2001-01-11:00:00:00,ET,-33.4,52.7
2001,SI,MM,88,ANDO,2001-01-11:03:00:00,ET,-33.7725,52.7078
2001,SI,MM,89,ANDO,2001-01-11:06:00:00,ET,-34.1,52.7
2001,SI,MM,90,ANDO,2001-01-11:09:00:00,ET,-34.445,52.7275
2001,SI,MM,91,ANDO,2001-01-11:12:00:00,ET,-34.7,52.8
2001,SI,MM,92,ANDO,2001-01-11:15:00:00,ET,-34.8176,52.9575
2001,SI,MM,93,ANDO,2001-01-11:18:00:00,ET,-34.8,53.1
2001,SI,MM,94,ANDO,2001-01-11:21:00:00,ET,-34.695,53.1376
2001,SI,MM,95,ANDO,2001-01-12:00:00:00,ET,-34.5,53.1
2001,SI,MM,96,ANDO,2001-01-12:03:00:00,ET,-34.3174,53.0456
2001,SI,MM,97,ANDO,2001-01-12:06:00:00,ET,-34,52.9
2001,SI,MM,98,ANDO,2001-01-12:09:00:00,ET,-33.4446,52.6753
2001,SI,MM,99,ANDO,2001-01-12:12:00:00,ET,-32.8,52.3
2001,SI,MM,100,ANDO,2001-01-12:15:00:00,ET,-32.2347,51.7753
2001,SI,MM,101,ANDO,2001-01-12:18:00:00,TS,-31.7,51.1
2001,SI,MM,102,ANDO,2001-01-12:21:00:00,TS,-31.1936,50.3235
2001,SI,MM,103,ANDO,2001-01-13:00:00:00,TS,-30.7,49.5
2001,SI,WA,1,BINDU,2001-01-03:06:00:00,TS,-8.9,90.6
2001,SI,WA,2,BINDU,2001-01-03:09:00:00,TS,-9.0101,90.1576
2001,SI,MM,3,BINDU,2001-01-03:12:00:00,TS,-9.1,89.7
2001,SI,MM,4,BINDU,2001-01-03:15:00:00,TS,-9.15743,89.215
2001,SI,MM,5,BINDU,2001-01-03:18:00:00,TS,-9.2,88.7
2001,SI,MM,6,BINDU,2001-01-03:21:00:00,TS,-9.25004,88.135
2001,SI,MM,7,BINDU,2001-01-04:00:00:00,TS,-9.3,87.6
2001,SI,MM,8,BINDU,2001-01-04:03:00:00,TS,-9.36493,87.155
2001,SI,MM,9,BINDU,2001-01-04:06:00:00,TS,-9.4,86.8
2001,SI,MM,10,BINDU,2001-01-04:09:00:00,TS,-9.36492,86.5275
2001,SI,MM,11,BINDU,2001-01-04:12:00:00,TS,-9.3,86.3
2001,SI,MM,12,BINDU,2001-01-04:15:00:00,TS,-9.24998,86.05
2001,SI,MM,13,BINDU,2001-01-04:18:00:00,TS,-9.2,85.8
2001,SI,MM,14,BINDU,2001-01-04:21:00:00,TS,-9.14247,85.5575
2001,SI,MM,15,BINDU,2001-01-05:00:00:00,TS,-9.1,85.3
2001,SI,MM,16,BINDU,2001-01-05:03:00:00,TS,-9.06993,85.0299
2001,SI,MM,17,BINDU,2001-01-05:06:00:00,TS,-9.1,84.7
2001,SI,MM,18,BINDU,2001-01-05:09:00:00,TS,-9.23502,84.2726
2001,SI,MM,19,BINDU,2001-01-05:12:00:00,TS,-9.4,83.8
2001,SI,MM,20,BINDU,2001-01-05:15:00:00,TS,-9.52991,83.3575
2001,SI,MM,21,BINDU,2001-01-05:18:00:00,TS,-9.6,82.9
2001,SI,MM,22,BINDU,2001-01-05:21:00:00,TS,-9.57246,82.4074
2001,SI,MM,23,BINDU,2001-01-06:00:00:00,TS,-9.73333,81.1333
2001,SI,MM,24,BINDU,2001-01-06:03:00:00,TS,-9.85616,80.3912
2001,SI,MM,25,BINDU,2001-01-06:06:00:00,TS,-10,79.82
2001,SI,MM,26,BINDU,2001-01-06:09:00:00,TS,-10.18,79.3
2001,SI,MM,27,BINDU,2001-01-06:12:00:00,TS,-10.3333,78.9
2001,SI,MM,28,BINDU,2001-01-06:15:00:00,TS,-10.5041,78.5691
2001,SI,MM,29,BINDU,2001-01-06:18:00:00,TS,-10.7,78.2333
2001,SI,MM,30,BINDU,2001-01-06:21:00:00,TS,-10.9065,77.8515
