year,basin,region,no,name,datetime,intensity,lat,lon
2013,SI,MM,39,DUMILE,2013-01-01:00:00:00,TS,-11.5,56.5
2013,SI,MM,40,DUMILE,2013-01-01:03:00:00,TS,-11.8063,56.2964
2013,SI,MM,41,DUMILE,2013-01-01:06:00:00,TS,-12.15,56.1
2013,SI,MM,42,DUMILE,2013-01-01:09:00:00,TS,-12.3425,55.9524
2013,SI,MM,43,DUMILE,2013-01-01:12:00:00,TS,-12.55,55.85
2013,SI,MM,44,DUMILE,2013-01-01:15:00:00,TS,-12.895,55.7738
2013,SI,MM,45,DUMILE,2013-01-01:18:00:00,TS,-13.3,55.75
2013,SI,MM,46,DUMILE,2013-01-01:21:00:00,TS,-13.67,55.8073
2013,SI,MM,47,DUMILE,2013-01-02:00:00:00,TS,-14.1,55.85
2013,SI,MM,48,DUMILE,2013-01-02:03:00:00,TS,-14.6375,55.7837
2013,SI,MM,49,DUMILE,2013-01-02:06:00:00,TS,-15.25,55.65
2013,SI,MM,50,DUMILE,2013-01-02:09:00:00,TS,-15.8925,55.4863
2013,SI,MM,51,DUMILE,2013-01-02:12:00:00,TS,-16.55,55.3
2013,SI,MM,52,DUMILE,2013-01-02:15:00:00,TS,-17.1825,55.1212
2013,SI,MM,53,DUMILE,2013-01-02:18:00:00,TS,-17.8,54.95
2013,SI,MM,54,DUMILE,2013-01-02:21:00:00,TS,-18.3962,54.7961
2013,SI,MM,55,DUMILE,2013-01-03:00:00:00,TS,-19,54.65
2013,SI,MM,56,DUMILE,2013-01-03:03:00:00,TS,-19.6313,54.4851
2013,SI,MM,57,DUMILE,2013-01-03:06:00:00,TS,-20.3,54.35
2013,SI,MM,58,DUMILE,2013-01-03:09:00:00,TS,-21.025,54.2885
2013,SI,MM,59,DUMILE,2013-01-03:12:00:00,TS,-21.75,54.25
2013,SI,MM,60,DUMILE,2013-01-03:15:00:00,TS,-22.4225,54.175
2013,SI,MM,61,DUMILE,2013-01-03:18:00:00,TS,-23.05,54.1
2013,SI,MM,62,DUMILE,2013-01-03:21:00:00,TS,-23.6325,54.0387
2013,SI,MM,63,DUMILE,2013-01-04:00:00:00,TS,-24.2,54
2013,SI,MM,64,DUMILE,2013-01-04:03:00:00,TS,-24.8037,53.9554
2013,SI,MM,65,DUMILE,2013-01-04:06:00:00,TS,-25.4,54
2013,SI,MM,66,DUMILE,2013-01-04:09:00:00,TS,-25.9498,54.168
2013,SI,MM,67,DUMILE,2013-01-04:12:00:00,TS,-26.5,54.5
2013,SI,MM,68,DUMILE,2013-01-04:15:00:00,TS,-27.0694,54.9538
2013,SI,MM,69,DUMILE,2013-01-04:18:00:00,TS,-27.7,55.6
2013,SI,MM,70,DUMILE,2013-01-04:21:00:00,TS,-28.3977,56.4335
2013,SI,MM,71,DUMILE,2013-01-05:00:00:00,TS,-29.2,57.4
2013,SI,MM,72,DUMILE,2013-01-05:03:00:00,TS,-30.0625,58.3516
2013,SI,MM,73,DUMILE,2013-01-05:06:00:00,MX,-31.1,59.3286
2013,SI,MM,74,DUMILE,2013-01-05:09:00:00,MX,-32.3438,60.4504
2013,SI,MM,75,DUMILE,2013-01-05:12:00:00,MX,-33.72,61.72
2013,SI,MM,76,DUMILE,2013-01-05:15:00:00,ET,-35.0773,63.2101
2013,SI,MM,77,DUMILE,2013-01-05:18:00:00,ET,-36.6,64.7
2013,SI,MM,78,DUMILE,2013-01-05:21:00:00,ET,-38.3295,65.7625
2013,SI,MM,79,DUMILE,2013-01-06:00:00:00,ET,-40.2,66.6
2013,SI,MM,80,DUMILE,2013-01-06:03:00:00,ET,-42.1141,67.4762
2013,SI,MM,81,DUMILE,2013-01-06:06:00:00,ET,-44,68.3
2013,SI,MM,82,DUMILE,2013-01-06:09:00:00,ET,-45.7459,69.0964
2013,SI,MM,83,DUMILE,2013-01-06:12:00:00,ET,-47.4,69.9
2013,SP,MM,45,FREDA,2013-01-01:00:00:00,TS,-18.4,161.35
2013,SP,MM,46,FREDA,2013-01-01:03:00:00,TS,-18.7325,161.43
2013,SP,MM,47,FREDA,2013-01-01:06:00:00,TS,-19.05,161.6
2013,SP,MM,48,FREDA,2013-01-01:09:00:00,TS,-19.2588,161.806
2013,SP,MM,49,FREDA,2013-01-01:12:00:00,TS,-19.4,162.029
2013,SP,MM,50,FREDA,2013-01-01:15:00:00,TS,-19.47,162.236
2013,SP,MM,51,FREDA,2013-01-01:18:00:00,TS,-19.54,162.46
2013,SP,MM,52,FREDA,2013-01-01:21:00:00,TS,-19.8073,162.705
2013,SP,MM,53,FREDA,2013-01-02:00:00:00,TS,-20.1,163.1
2013,SP,MM,54,FREDA,2013-01-02:03:00:00,TS,-20.0997,163.584
2013,SP,MM,55,FREDA,2013-01-02:06:00:00,TS,-20.1,164.2
2013,SP,MM,56,FREDA,2013-01-02:09:00:00,TS,-20.3552,164.97
2013,SP,MM,57,FREDA,2013-01-02:12:00:00,TS,-20.7,165.8
2013,SP,MM,58,FREDA,2013-01-02:15:00:00,TS,-21.0374,166.587
2013,SP,MM,59,FREDA,2013-01-02:18:00:00,TS,-21.3,167.3
2013,SP,MM,60,FREDA,2013-01-02:21:00:00,TS,-21.364,167.836
2013,SP,MM,61,FREDA,2013-01-03:00:00:00,ET,-21.4,168.4
2013,SP,MM,62,FREDA,2013-01-03:03:00:00,ET,-21.5854,169.22
2013,SP,MM,63,FREDA,2013-01-03:06:00:00,ET,-21.8,170.1
2013,SP,MM,64,FREDA,2013-01-03:09:00:00,ET,-21.9571,170.88
2013,SP,MM,65,FREDA,2013-01-03:12:00:00,ET,-22.1,171.6
2013,SP,MM,66,FREDA,2013-01-03:15:00:00,ET,-22.248,172.265
2013,SP,MM,67,FREDA,2013-01-03:18:00:00,ET,-22.4,172.9
2013,WP,MM,1,SONAMU,2013-01-01:00:00:00,TS,4.46667,141.067
2013,WP,MM,2,SONAMU,2013-01-01:03:00:00,TS,4.55608,140.051
2013,WP,MM,3,SONAMU,2013-01-01:06:00:00,TS,4.63333,139
2013,WP,MM,4,SONAMU,2013-01-01:09:00:00,TS,4.70739,137.893
2013,WP,MM,5,SONAMU,2013-01-01:12:00:00,TS,4.86667,136.767
2013,WP,MM,6,SONAMU,2013-01-01:15:00:00,TS,5.19811,135.669
2013,WP,MM,7,SONAMU,2013-01-01:18:00:00,TS,5.6,134.567
2013,WP,MM,8,SONAMU,2013-01-01:21:00:00,TS,5.95234,133.431
2013,WP,MM,9,SONAMU,2013-01-02:00:00:00,TS,6.3,132.3
2013,WP,MM,10,SONAMU,2013-01-02:03:00:00,TS,6.65479,131.197
2013,WP,MM,11,SONAMU,2013-01-02:06:00:00,TS,7,130.133
2013,WP,MM,12,SONAMU,2013-01-02:09:00:00,TS,7.33138,129.118
2013,WP,MM,13,SONAMU,2013-01-02:12:00:00,TS,7.63333,128.133
2013,WP,MM,14,SONAMU,2013-01-02:15:00:00,TS,7.8978,127.185
2013,WP,MM,15,SONAMU,2013-01-02:18:00:00,TS,8.13333,126.167
2013,WP,MM,16,SONAMU,2013-01-02:21:00:00,TS,8.3726,124.956
2013,WP,MM,17,SONAMU,2013-01-03:00:00:00,TS,8.56667,123.7
2013,WP,MM,18,SONAMU,2013-01-03:03:00:00,TS,8.70895,122.522
2013,WP,MM,19,SONAMU,2013-01-03:06:00:00,TS,8.76154,121.408
2013,WP,MM,20,SONAMU,2013-01-03:09:00:00,TS,8.7308,120.441
2013,WP,MM,21,SONAMU,2013-01-03:12:00:00,TS,8.66667,119.573
2013,WP,MM,22,SONAMU,2013-01-03:15:00:00,TS,8.60672,118.727
2013,WP,MM,23,SONAMU,2013-01-03:18:00:00,TS,8.55,117.925
2013,WP,MM,24,SONAMU,2013-01-03:21:00:00,TS,8.54992,117.148
2013,WP,MM,25,SONAMU,2013-01-04:00:00:00,TS,8.55,116.45
2013,WP,MM,26,SONAMU,2013-01-04:03:00:00,TS,8.49856,115.865
2013,WP,MM,27,SONAMU,2013-01-04:06:00:00,TS,8.425,115.325
2013,WP,MM,28,SONAMU,2013-01-04:09:00:00,TS,8.34808,114.734
2013,WP,MM,29,SONAMU,2013-01-04:12:00:00,TS,8.275,114.15
2013,WP,MM,30,SONAMU,2013-01-04:15:00:00,TS,8.23056,113.596
2013,WP,MM,31,SONAMU,2013-01-04:18:00:00,TS,8.175,113.075
2013,WP,MM,32,SONAMU,2013-01-04:21:00:00,TS,8.06435,112.572
2013,WP,MM,33,SONAMU,2013-01-05:00:00:00,TS,7.95,112.125
2013,WP,MM,34,SONAMU,2013-01-05:03:00:00,TS,7.8837,111.743
2013,WP,MM,35,SONAMU,2013-01-05:06:00:00,TS,7.825,111.425
2013,WP,MM,36,SONAMU,2013-01-05:09:00:00,TS,7.74683,111.149
2013,WP,MM,37,SONAMU,2013-01-05:12:00:00,TS,7.65,110.9
2013,WP,MM,38,SONAMU,2013-01-05:15:00:00,TS,7.51376,110.619
2013,WP,MM,39,SONAMU,2013-01-05:18:00:00,TS,7.4,110.375
2013,WP,MM,40,SONAMU,2013-01-05:21:00:00,TS,7.37059,110.239
2013,WP,MM,41,SONAMU,2013-01-06:00:00:00,TS,7.375,110.1
2013,WP,MM,42,SONAMU,2013-01-06:03:00:00,TS,7.37001,109.848
2013,WP,MM,43,SONAMU,2013-01-06:06:00:00,TS,7.35,109.55
2013,WP,MM,44,SONAMU,2013-01-06:09:00:00,TS,7.31001,109.251
2013,WP,MM,45,SONAMU,2013-01-06:12:00:00,TS,7.225,108.975
2013,WP,MM,46,SONAMU,2013-01-06:15:00:00,TS,7.07748,108.756
2013,WP,MM,47,SONAMU,2013-01-06:18:00:00,TS,6.9,108.575
2013,WP,MM,48,SONAMU,2013-01-06:21:00:00,TS,6.73,108.39
2013,WP,MM,49,SONAMU,2013-01-07:00:00:00,TS,6.575,108.25
2013,WP,MM,50,SONAMU,2013-01-07:03:00:00,TS,6.45687,108.172
2013,WP,MM,51,SONAMU,2013-01-07:06:00:00,TS,6.35,108.15
2013,WP,MM,52,SONAMU,2013-01-07:09:00:00,TS,6.22312,108.164
2013,WP,MM,53,SONAMU,2013-01-07:12:00:00,TS,6.1,108.2
2013,WP,MM,54,SONAMU,2013-01-07:15:00:00,TS,5.98875,108.219
2013,WP,MM,55,SONAMU,2013-01-07:18:00:00,TS,5.90667,108.233
2013,WP,MM,56,SONAMU,2013-01-07:21:00:00,TS,5.85499,108.251
2013,WP,MM,57,SONAMU,2013-01-08:00:00:00,TS,5.77692,108.323
2013,WP,MM,58,SONAMU,2013-01-08:03:00:00,TS,5.61503,108.518
2013,WP,MM,59,SONAMU,2013-01-08:06:00:00,TS,5.43333,108.767
2013,WP,MM,60,SONAMU,2013-01-08:09:00:00,TS,5.25498,108.938
2013,WP,MM,61,SONAMU,2013-01-08:12:00:00,TS,5.06364,109.145
2013,WP,MM,62,SONAMU,2013-01-08:15:00:00,TS,4.8485,109.397
