year,basin,region,no,name,datetime,intensity,lat,lon
2015,SI,MM,102,KATE,2015-01-01:00:00:00,MX,-22.15,83.95
2015,SI,MM,103,KATE,2015-01-01:03:00:00,MX,-22.5898,83.5
2015,SI,MM,104,KATE,2015-01-01:06:00:00,MX,-23,83.05
2015,SI,MM,105,KATE,2015-01-01:09:00:00,MX,-23.3049,82.5747
2015,SI,MM,106,KATE,2015-01-01:12:00:00,MX,-23.55,82.1
2015,SI,MM,107,KATE,2015-01-01:15:00:00,MX,-23.775,81.631
2015,SI,MM,108,KATE,2015-01-01:18:00:00,MX,-24,81.2
2015,SI,MM,109,KATE,2015-01-01:21:00:00,MX,-24.2486,80.8272
2015,SI,MM,110,KATE,2015-01-02:00:00:00,TS,-24.55,80.5
2015,SI,MM,111,KATE,2015-01-02:03:00:00,TS,-24.9388,80.159
2015,SI,MM,112,KATE,2015-01-02:06:00:00,TS,-25.35,79.9
2015,SI,MM,113,KATE,2015-01-02:09:00:00,TS,-25.7036,79.7537
2015,SI,MM,114,KATE,2015-01-02:12:00:00,TS,-26.05,79.75
2015,SI,MM,115,KATE,2015-01-02:15:00:00,TS,-26.3986,79.8466
2015,SI,MM,116,KATE,2015-01-02:18:00:00,TS,-26.8,80.1
2015,SI,MM,117,KATE,2015-01-02:21:00:00,TS,-27.3084,80.4877
2015,SI,MM,118,KATE,2015-01-03:00:00:00,TS,-27.82,81
2015,SI,MM,119,KATE,2015-01-03:03:00:00,TS,-28.1647,81.5984
2015,SI,MM,120,KATE,2015-01-03:06:00:00,TS,-28.5,82.3
2015,SI,MM,121,KATE,2015-01-03:09:00:00,TS,-28.8848,83.0705
2015,SI,MM,122,KATE,2015-01-03:12:00:00,TS,-29.3,83.9
2015,SI,MM,123,KATE,2015-01-03:15:00:00,TS,-29.7874,84.7567
2015,SI,MM,124,KATE,2015-01-03:18:00:00,TS,-30.2,85.6
2015,SI,MM,125,KATE,2015-01-03:21:00:00,TS,-30.4319,86.373
