year,basin,region,no,name,datetime,intensity,lat,lon
2000,SI,MM,1,BABIOLA,2000-01-03:06:00:00,TS,-12.5,82.4667
2000,SI,MM,2,BABIOLA,2000-01-03:09:00:00,TS,-12.6308,82.3034
2000,SI,MM,3,BABIOLA,2000-01-03:12:00:00,TS,-12.7333,82.1333
2000,SI,MM,4,BABIOLA,2000-01-03:15:00:00,TS,-12.7825,81.9567
2000,SI,MM,5,BABIOLA,2000-01-03:18:00:00,TS,-12.7667,81.8
2000,SI,MM,6,BABIOLA,2000-01-03:21:00:00,TS,-12.6867,81.665
2000,SI,MM,7,BABIOLA,2000-01-04:00:00:00,TS,-12.5667,81.6
2000,SI,MM,8,BABIOLA,2000-01-04:03:00:00,TS,-12.47,81.6141
2000,SI,MM,9,BABIOLA,2000-01-04:06:00:00,TS,-12.3333,81.7333
2000,SI,MM,10,BABIOLA,2000-01-04:09:00:00,TS,-12.1225,81.9484
2000,SI,MM,11,BABIOLA,2000-01-04:12:00:00,TS,-11.8667,82.2333
2000,SI,MM,12,BABIOLA,2000-01-04:15:00:00,TS,-11.5975,82.5334
2000,SI,MM,13,BABIOLA,2000-01-04:18:00:00,TS,-11.3333,82.8333
2000,SI,MM,14,BABIOLA,2000-01-04:21:00:00,TS,-11.0616,83.0959
2000,SI,MM,15,BABIOLA,2000-01-05:00:00:00,TS,-10.9,83.3333
2000,SI,MM,16,BABIOLA,2000-01-05:03:00:00,TS,-10.9275,83.5899
2000,SI,MM,17,BABIOLA,2000-01-05:06:00:00,TS,-11.1,83.7667
2000,SI,MM,18,BABIOLA,2000-01-05:09:00:00,TS,-11.3516,83.8374
2000,SI,MM,19,BABIOLA,2000-01-05:12:00:00,TS,-11.6333,83.7333
2000,SI,MM,20,BABIOLA,2000-01-05:15:00:00,TS,-11.8434,83.4142
2000,SI,MM,21,BABIOLA,2000-01-05:18:00:00,TS,-12.0333,83
2000,SI,MM,22,BABIOLA,2000-01-05:21:00:00,TS,-12.2283,82.6566
2000,SI,MM,23,BABIOLA,2000-01-06:00:00:00,TS,-12.4333,82.3333
2000,SI,MM,24,BABIOLA,2000-01-06:03:00:00,TS,-12.6516,82.0233
2000,SI,MM,25,BABIOLA,2000-01-06:06:00:00,TS,-12.9,81.7333
2000,SI,MM,26,BABIOLA,2000-01-06:09:00:00,TS,-13.1924,81.4816
2000,SI,MM,27,BABIOLA,2000-01-06:12:00:00,TS,-13.5,81.2
2000,SI,MM,28,BABIOLA,2000-01-06:15:00:00,TS,-13.7983,80.83
2000,SI,MM,29,BABIOLA,2000-01-06:18:00:00,TS,-14.0667,80.4
2000,SI,MM,30,BABIOLA,2000-01-06:21:00:00,TS,-14.2765,79.9656
2000,SI,MM,31,BABIOLA,2000-01-07:00:00:00,TS,-14.4667,79.4667
2000,SI,MM,32,BABIOLA,2000-01-07:03:00:00,TS,-14.6859,78.87
2000,SI,MM,33,BABIOLA,2000-01-07:06:00:00,TS,-14.9,78.2333
2000,SI,MM,34,BABIOLA,2000-01-07:09:00:00,TS,-15.0932,77.6282
2000,SI,MM,35,BABIOLA,2000-01-07:12:00:00,TS,-15.2667,77.0333
2000,SI,MM,36,BABIOLA,2000-01-07:15:00:00,TS,-15.419,76.4424
2000,SI,MM,37,BABIOLA,2000-01-07:18:00:00,TS,-15.5667,75.8667
2000,SI,MM,38,BABIOLA,2000-01-07:21:00:00,TS,-15.7155,75.3339
2000,SI,MM,39,BABIOLA,2000-01-08:00:00:00,TS,-15.9,74.7667
2000,SI,MM,40,BABIOLA,2000-01-08:03:00:00,TS,-16.1667,74.0869
2000,SI,MM,41,BABIOLA,2000-01-08:06:00:00,TS,-16.4333,73.3667
2000,SI,MM,42,BABIOLA,2000-01-08:09:00:00,TS,-16.615,72.6556
2000,SI,MM,43,BABIOLA,2000-01-08:12:00:00,TS,-16.7667,72
2000,SI,MM,44,BABIOLA,2000-01-08:15:00:00,TS,-16.9203,71.478
2000,SI,MM,45,BABIOLA,2000-01-08:18:00:00,TS,-17.1,70.9667
2000,SI,MM,46,BABIOLA,2000-01-08:21:00:00,TS,-17.3403,70.3043
2000,SI,MM,47,BABIOLA,2000-01-09:00:00:00,TS,-17.6,69.6667
2000,SI,MM,48,BABIOLA,2000-01-09:03:00:00,TS,-17.8206,69.1906
2000,SI,MM,49,BABIOLA,2000-01-09:06:00:00,TS,-18.0667,68.8
2000,SI,MM,50,BABIOLA,2000-01-09:09:00:00,TS,-18.38,68.4033
2000,SI,MM,51,BABIOLA,2000-01-09:12:00:00,TS,-18.7333,68.0667
2000,SI,MM,52,BABIOLA,2000-01-09:15:00:00,TS,-19.1024,67.8057
2000,SI,MM,53,BABIOLA,2000-01-09:18:00:00,TS,-19.4667,67.6
2000,SI,MM,54,BABIOLA,2000-01-09:21:00:00,TS,-19.7808,67.3866
2000,SI,MM,55,BABIOLA,2000-01-10:00:00:00,TS,-20.1,67.2333
2000,SI,MM,56,BABIOLA,2000-01-10:03:00:00,TS,-20.4783,67.1674
2000,SI,MM,57,BABIOLA,2000-01-10:06:00:00,TS,-20.8667,67.1667
2000,SI,MM,58,BABIOLA,2000-01-10:09:00:00,TS,-21.2067,67.1825
2000,SI,MM,59,BABIOLA,2000-01-10:12:00:00,TS,-21.5667,67.2333
2000,SI,MM,60,BABIOLA,2000-01-10:15:00:00,TS,-22.0192,67.3017
2000,SI,MM,61,BABIOLA,2000-01-10:18:00:00,TS,-22.4667,67.4
2000,SI,MM,62,BABIOLA,2000-01-10:21:00:00,TS,-22.815,67.5185
2000,SI,MM,63,BABIOLA,2000-01-11:00:00:00,TS,-23.1333,67.6667
2000,SI,MM,64,BABIOLA,2000-01-11:03:00:00,TS,-23.4733,67.8302
2000,SI,MM,65,BABIOLA,2000-01-11:06:00:00,TS,-23.8333,68.0333
2000,SI,MM,66,BABIOLA,2000-01-11:09:00:00,TS,-24.2185,68.3098
2000,SI,MM,67,BABIOLA,2000-01-11:12:00:00,TS,-24.6333,68.5667
2000,SI,MM,68,BABIOLA,2000-01-11:15:00:00,TS,-25.0682,68.6815
2000,SI,MM,69,BABIOLA,2000-01-11:18:00:00,TS,-25.5333,68.8
2000,SI,MM,70,BABIOLA,2000-01-11:21:00:00,TS,-26.0033,69.0461
2000,SI,MM,71,BABIOLA,2000-01-12:00:00:00,TS,-26.5333,69.3667
2000,SI,MM,72,BABIOLA,2000-01-12:03:00:00,TS,-27.1877,69.664
2000,SI,MM,73,BABIOLA,2000-01-12:06:00:00,TS,-27.82,70.1
2000,SI,MM,74,BABIOLA,2000-01-12:09:00:00,TS,-28.2884,70.7618
2000,SI,MM,75,BABIOLA,2000-01-12:12:00:00,TS,-28.6333,71.5
2000,SI,MM,76,BABIOLA,2000-01-12:15:00:00,TS,-28.8619,72.0291
2000,SI,MM,77,BABIOLA,2000-01-12:18:00:00,ET,-29.3,72.7
2000,SI,MM,78,BABIOLA,2000-01-12:21:00:00,ET,-29.921,73.5507
2000,SI,MM,79,BABIOLA,2000-01-13:00:00:00,ET,-30.6,74.3
2000,SI,MM,80,BABIOLA,2000-01-13:03:00:00,ET,-31.2067,74.7284
2000,SI,MM,81,BABIOLA,2000-01-13:06:00:00,ET,-31.8,74.9
2000,SI,MM,82,BABIOLA,2000-01-13:09:00:00,ET,-32.4074,74.9108
2000,SI,MM,83,BABIOLA,2000-01-13:12:00:00,ET,-33,74.8
2000,SI,MM,84,BABIOLA,2000-01-13:15:00:00,ET,-33.5725,74.7076
2000,SI,MM,85,BABIOLA,2000-01-13:18:00:00,ET,-34.1,74.6
2000,SI,MM,86,BABIOLA,2000-01-13:21:00:00,ET,-34.55,74.4483
2000,SI,MM,87,BABIOLA,2000-01-14:00:00:00,ET,-35,74.4
2000,SI,MM,88,BABIOLA,2000-01-14:03:00:00,ET,-35.5117,74.5166
2000,SI,MM,89,BABIOLA,2000-01-14:06:00:00,ET,-36.1,74.9
2000,SI,MM,90,BABIOLA,2000-01-14:09:00:00,ET,-36.777,75.6029
2000,SI,MM,91,BABIOLA,2000-01-14:12:00:00,ET,-37.5,76.5
2000,SP,MM,1,NOT_NAMED,2000-01-17:21:00:00,NR,-15,-170
2000,SP,MM,2,NOT_NAMED,2000-01-18:00:00:00,NR,-14.6361,-170.289
2000,SP,MM,3,NOT_NAMED,2000-01-18:03:00:00,NR,-14.2828,-170.586
2000,SP,MM,4,NOT_NAMED,2000-01-18:06:00:00,NR,-13.9512,-170.899
2000,SP,MM,5,NOT_NAMED,2000-01-18:09:00:00,NR,-13.6523,-171.236
2000,SP,MM,6,NOT_NAMED,2000-01-18:12:00:00,NR,-13.3969,-171.606
2000,SP,MM,7,NOT_NAMED,2000-01-18:15:00:00,NR,-13.1959,-172.018
2000,SP,MM,8,NOT_NAMED,2000-01-18:18:00:00,NR,-13.06,-172.479
2000,SP,MM,9,NOT_NAMED,2000-01-18:21:00:00,NR,-13,-173
2000,SP,MM,10,NOT_NAMED,2000-01-19:00:00:00,NR,-13.0213,-173.578
2000,SP,MM,11,NOT_NAMED,2000-01-19:03:00:00,NR,-13.1096,-174.171
2000,SP,MM,12,NOT_NAMED,2000-01-19:06:00:00,NR,-13.2457,-174.724
2000,SP,MM,13,NOT_NAMED,2000-01-19:09:00:00,NR,-13.4112,-175.184
2000,SP,MM,14,NOT_NAMED,2000-01-19:12:00:00,NR,-13.5876,-175.496
2000,SP,MM,15,NOT_NAMED,2000-01-19:15:00:00,NR,-13.757,-175.606
2000,SP,MM,16,NOT_NAMED,2000-01-19:18:00:00,NR,-13.9009,-175.459
2000,SP,MM,17,NOT_NAMED,2000-01-19:21:00:00,NR,-14,-175
2000,SP,MM,18,NOT_NAMED,2000-01-20:00:00:00,NR,-14.0206,-174.024
2000,SP,MM,19,NOT_NAMED,2000-01-20:03:00:00,NR,-14.0159,-172.928
2000,SP,MM,20,NOT_NAMED,2000-01-20:06:00:00,NR,-14,-172
2000,SP,MM,21,NOT_NAMED,2000-01-20:09:00:00,NR,-13.9644,-171.56
2000,SP,MM,22,NOT_NAMED,2000-01-20:12:00:00,NR,-13.9269,-171.421
2000,SP,MM,23,NOT_NAMED,2000-01-20:15:00:00,NR,-13.9074,-171.501
2000,SP,MM,24,NOT_NAMED,2000-01-20:18:00:00,NR,-13.9254,-171.721
2000,SP,MM,25,NOT_NAMED,2000-01-20:21:00:00,NR,-14,-172
2000,SP,MM,26,NOT_NAMED,2000-01-21:00:00:00,NR,-14.1736,-172.101
2000,SP,MM,27,NOT_NAMED,2000-01-21:03:00:00,NR,-14.4146,-172.245
2000,SP,MM,28,NOT_NAMED,2000-01-21:06:00:00,NR,-14.7091,-172.428
2000,SP,MM,29,NOT_NAMED,2000-01-21:09:00:00,NR,-15.0433,-172.646
2000,SP,MM,30,NOT_NAMED,2000-01-21:12:00:00,NR,-15.4034,-172.897
2000,SP,MM,31,NOT_NAMED,2000-01-21:15:00:00,NR,-15.7754,-173.175
2000,SP,MM,32,NOT_NAMED,2000-01-21:18:00:00,NR,-16.1455,-173.478
2000,SP,MM,33,NOT_NAMED,2000-01-21:21:00:00,NR,-16.5,-173.8
2000,SP,MM,34,NOT_NAMED,2000-01-22:00:00:00,NR,-16.8163,-174.221
2000,SP,MM,35,NOT_NAMED,2000-01-22:03:00:00,NR,-17.1282,-174.68
2000,SP,MM,36,NOT_NAMED,2000-01-22:06:00:00,NR,-17.4297,-175.153
2000,SP,MM,37,NOT_NAMED,2000-01-22:09:00:00,NR,-17.7156,-175.612
2000,SP,MM,38,NOT_NAMED,2000-01-22:12:00:00,NR,-17.9806,-176.033
2000,SP,MM,39,NOT_NAMED,2000-01-22:15:00:00,NR,-18.2195,-176.389
2000,SP,MM,40,NOT_NAMED,2000-01-22:18:00:00,NR,-18.4276,-176.653
2000,SP,MM,41,NOT_NAMED,2000-01-22:21:00:00,NR,-18.6,-176.8
2000,SP,MM,42,NOT_NAMED,2000-01-23:00:00:00,NR,-18.593,-176.66
2000,SP,MM,43,NOT_NAMED,2000-01-23:03:00:00,NR,-18.54,-176.401
2000,SP,MM,44,NOT_NAMED,2000-01-23:06:00:00,NR,-18.4812,-176.072
2000,SP,MM,45,NOT_NAMED,2000-01-23:09:00:00,NR,-18.4569,-175.72
2000,SP,MM,46,NOT_NAMED,2000-01-23:12:00:00,NR,-18.5078,-175.393
2000,SP,MM,47,NOT_NAMED,2000-01-23:15:00:00,NR,-18.6751,-175.137
2000,SP,MM,48,NOT_NAMED,2000-01-23:18:00:00,NR,-19,-175
2000,SP,MM,49,NOT_NAMED,2000-01-23:21:00:00,NR,-19.5525,-175.047
2000,SP,MM,50,NOT_NAMED,2000-01-24:00:00:00,NR,-20.1,-175.1
2000,SP,MM,51,NOT_NAMED,2000-01-24:03:00:00,NR,-20.4799,-175.095
2000,SP,MM,52,NOT_NAMED,2000-01-24:06:00:00,NR,-20.8,-175
2000,SP,MM,53,NOT_NAMED,2000-01-24:09:00:00,NR,-21.1273,-174.817
2000,SP,MM,54,NOT_NAMED,2000-01-24:12:00:00,NR,-21.5,-174.5
2000,SP,MM,55,NOT_NAMED,2000-01-24:15:00:00,NR,-22.053,-173.979
2000,SP,MM,56,NOT_NAMED,2000-01-24:18:00:00,NR,-22.5,-173.5
2000,SP,MM,57,NOT_NAMED,2000-01-24:21:00:00,NR,-22.5221,-173.384
2000,SP,MM,58,NOT_NAMED,2000-01-25:00:00:00,NR,-22.5,-173.3
2000,SP,MM,59,NOT_NAMED,2000-01-25:03:00:00,NR,-22.8202,-172.938
2000,SP,MM,60,NOT_NAMED,2000-01-25:06:00:00,NR,-23.2,-172.5
2000,SP,MM,61,NOT_NAMED,2000-01-25:09:00:00,NR,-23.3923,-172.149
2000,SP,MM,62,NOT_NAMED,2000-01-25:12:00:00,NR,-23.6,-171.8
2000,SP,MM,63,NOT_NAMED,2000-01-25:15:00:00,NR,-23.9839,-171.497
2000,SP,MM,64,NOT_NAMED,2000-01-25:18:00:00,NR,-24.4,-171
2000,SP,MM,65,NOT_NAMED,2000-01-25:21:00:00,NR,-24.667,-170.022
2000,SP,MM,66,NOT_NAMED,2000-01-26:00:00:00,NR,-25,-169
2000,SP,MM,67,NOT_NAMED,2000-01-26:03:00:00,NR,-25.5549,-168.326
2000,SP,MM,2,JO,2000-01-23:03:00:00,TS,-14.645,171.945
2000,SP,MM,3,JO,2000-01-23:06:00:00,TS,-14.95,172.2
2000,SP,MM,4,JO,2000-01-23:09:00:00,TS,-15.5088,172.458
2000,SP,MM,5,JO,2000-01-23:12:00:00,TS,-16.15,172.65
2000,SP,MM,6,JO,2000-01-23:15:00:00,TS,-16.6874,172.679
2000,SP,MM,7,JO,2000-01-23:18:00:00,TS,-17.15,172.7
2000,SP,MM,8,JO,2000-01-23:21:00:00,TS,-17.5394,172.89
2000,SP,MM,9,JO,2000-01-24:00:00:00,TS,-17.85,173.1
2000,SP,MM,10,JO,2000-01-24:03:00:00,TS,-18.1037,173.22
2000,SP,MM,11,JO,2000-01-24:06:00:00,TS,-18.45,173.35
2000,SP,MM,12,JO,2000-01-24:09:00:00,TS,-18.7888,173.467
2000,SP,MM,13,JO,2000-01-24:12:00:00,TS,-19.1,173.6
2000,SP,MM,14,JO,2000-01-24:15:00:00,TS,-19.375,173.781
2000,SP,MM,15,JO,2000-01-24:18:00:00,TS,-19.65,174
2000,SP,MM,16,JO,2000-01-24:21:00:00,TS,-19.9638,174.257
2000,SP,MM,17,JO,2000-01-25:00:00:00,TS,-20.3,174.5
2000,SP,MM,18,JO,2000-01-25:03:00:00,TS,-20.6424,174.665
2000,SP,MM,19,JO,2000-01-25:06:00:00,TS,-21,174.8
2000,SP,MM,20,JO,2000-01-25:09:00:00,TS,-21.3824,174.917
2000,SP,MM,21,JO,2000-01-25:12:00:00,TS,-21.75,175.1
2000,SP,MM,22,JO,2000-01-25:15:00:00,TS,-22.05,175.43
2000,SP,MM,23,JO,2000-01-25:18:00:00,TS,-22.35,175.85
2000,SP,MM,24,JO,2000-01-25:21:00:00,TS,-22.6949,176.278
2000,SP,MM,25,JO,2000-01-26:00:00:00,TS,-23.1,176.75
2000,SP,MM,26,JO,2000-01-26:03:00:00,TS,-23.5699,177.257
2000,SP,MM,27,JO,2000-01-26:06:00:00,TS,-24.1,177.8
2000,SP,MM,28,JO,2000-01-26:09:00:00,TS,-24.6635,178.357
2000,SP,MM,29,JO,2000-01-26:12:00:00,TS,-25.25,178.95
2000,SP,MM,30,JO,2000-01-26:15:00:00,TS,-25.8362,179.596
2000,SP,MM,31,JO,2000-01-26:18:00:00,TS,-26.4,180.25
2000,SP,MM,32,JO,2000-01-26:21:00:00,TS,-26.9137,180.795
2000,SP,MM,33,JO,2000-01-27:00:00:00,TS,-27.4,181.45
2000,SP,MM,34,JO,2000-01-27:03:00:00,TS,-27.8564,182.394
2000,SP,MM,35,JO,2000-01-27:06:00:00,TS,-28.34,183.493
2000,SP,MM,36,JO,2000-01-27:09:00:00,TS,-28.9455,184.594
2000,SP,MM,37,JO,2000-01-27:12:00:00,TS,-29.5077,185.869
2000,SP,MM,38,JO,2000-01-27:15:00:00,TS,-29.7619,187.417
2000,SP,MM,39,JO,2000-01-27:18:00:00,TS,-30.1,189.1
2000,SP,MM,40,JO,2000-01-27:21:00:00,TS,-30.7518,190.892
2000,SP,MM,41,JO,2000-01-28:00:00:00,TS,-31.56,192.9
2000,SP,MM,42,JO,2000-01-28:03:00:00,TS,-32.3849,194.948
2000,SP,MM,43,JO,2000-01-28:06:00:00,TS,-33.2667,197.167
2000,SP,MM,44,JO,2000-01-28:09:00:00,NR,-34.1308,200.018
2000,SP,MM,45,JO,2000-01-28:12:00:00,NR,-34.9,201.9
2000,SP,MM,46,JO,2000-01-28:15:00:00,NR,-36.0537,203.923
2000,SP,MM,47,JO,2000-01-28:18:00:00,NR,-37.5,205.5
2000,SP,MM,48,JO,2000-01-28:21:00:00,NR,-39.2624,206.129
2000,SP,MM,49,JO,2000-01-29:00:00:00,NR,-40.9,206.2
2000,SP,MM,50,JO,2000-01-29:03:00:00,NR,-41.922,206.249
2000,SP,MM,51,JO,2000-01-29:06:00:00,NR,-42.6,206.2
2000,SP,MM,52,JO,2000-01-29:09:00:00,NR,-43.2175,206.242
2000,SP,MM,53,JO,2000-01-29:12:00:00,NR,-43.7,206.3
2000,SP,MM,54,JO,2000-01-29:15:00:00,NR,-44.145,206.343
2000,SP,MM,55,JO,2000-01-29:18:00:00,NR,-44.5,206.4
2000,SP,MM,56,JO,2000-01-29:21:00:00,NR,-44.7875,206.5
2000,SP,MM,57,JO,2000-01-30:00:00:00,NR,-45,206.6
2000,SP,MM,58,JO,2000-01-30:03:00:00,NR,-45.1649,206.635
2000,SP,MM,59,JO,2000-01-30:06:00:00,NR,-45.3,206.7
2000,SP,MM,60,JO,2000-01-30:09:00:00,NR,-45.4573,206.848
2000,SP,MM,61,JO,2000-01-30:12:00:00,NR,-45.6,207.1
2000,SP,MM,62,JO,2000-01-30:15:00:00,NR,-45.7145,207.425
2000,SP,MM,63,JO,2000-01-30:18:00:00,NR,-45.8,207.9
2000,SP,MM,64,JO,2000-01-30:21:00:00,NR,-45.8573,208.533
2000,SP,MM,65,JO,2000-01-31:00:00:00,NR,-45.9,209.3
2000,SP,MM,66,JO,2000-01-31:03:00:00,NR,-45.9568,210.105
2000,SP,MM,67,JO,2000-01-31:06:00:00,NR,-46,211
2000,SP,MM,68,JO,2000-01-31:09:00:00,NR,-46.0072,211.978
2000,SP,MM,69,JO,2000-01-31:12:00:00,NR,-46,213
2000,SP,MM,70,JO,2000-01-31:15:00:00,NR,-46.0268,213.923
2000,SP,MM,71,JO,2000-01-31:18:00:00,NR,-46,215
2000,SP,MM,72,JO,2000-01-31:21:00:00,NR,-45.8502,216.578
2000,SP,MM,73,JO,2000-02-01:00:00:00,NR,-45.6,218
2000,SP,MM,74,JO,2000-02-01:03:00:00,NR,-45.3027,218.572
2000,SP,MM,75,JO,2000-02-01:06:00:00,NR,-45,219
2000,SP,MM,76,JO,2000-02-01:09:00:00,NR,-44.8187,219.944
2000,SP,MM,77,JO,2000-02-01:12:00:00,NR,-44.5,221
2000,SP,MM,78,JO,2000-02-01:15:00:00,NR,-43.6745,221.909
2000,SP,MM,79,JO,2000-02-01:18:00:00,NR,-43,222.7
2000,SP,MM,80,JO,2000-02-01:21:00:00,NR,-43.1525,223.441
2000,SP,MM,81,JO,2000-02-02:00:00:00,NR,-43.5,224
2000,SP,MM,82,JO,2000-02-02:03:00:00,NR,-43.4592,224.253
2000,SP,MM,83,JO,2000-02-02:06:00:00,NR,-43.3,224.4
2000,SP,MM,84,JO,2000-02-02:09:00:00,NR,-43.1329,224.735
2000,SP,MM,85,JO,2000-02-02:12:00:00,NR,-43,225
2000,SP,MM,86,JO,2000-02-02:15:00:00,NR,-42.9777,225.044
2000,SI,WA,2,KIRRILY,2000-01-24:06:00:00,NR,-11.4883,100.19
2000,SI,WA,3,KIRRILY,2000-01-24:09:00:00,NR,-11.4899,100.792
2000,SI,WA,5,KIRRILY,2000-01-24:12:00:00,TS,-11.6266,101.821
2000,SI,WA,6,KIRRILY,2000-01-24:15:00:00,TS,-11.77,102.489
2000,SI,WA,8,KIRRILY,2000-01-24:18:00:00,TS,-11.9373,103.034
2000,SI,WA,9,KIRRILY,2000-01-24:21:00:00,TS,-12.1023,103.464
2000,SI,WA,11,KIRRILY,2000-01-25:00:00:00,TS,-12.288,103.973
2000,SI,WA,12,KIRRILY,2000-01-25:03:00:00,TS,-12.4784,104.625
2000,SI,WA,14,KIRRILY,2000-01-25:06:00:00,TS,-12.6525,105.295
2000,SI,WA,15,KIRRILY,2000-01-25:09:00:00,TS,-12.7892,105.823
2000,SI,WA,17,KIRRILY,2000-01-25:12:00:00,TS,-12.8819,106.241
2000,SI,WA,18,KIRRILY,2000-01-25:15:00:00,TS,-12.9446,106.614
2000,SI,WA,20,KIRRILY,2000-01-25:18:00:00,TS,-13.0578,107.092
2000,SI,WA,21,KIRRILY,2000-01-25:21:00:00,TS,-13.2579,107.767
2000,SI,WA,23,KIRRILY,2000-01-26:00:00:00,TS,-13.5097,108.505
2000,SI,WA,24,KIRRILY,2000-01-26:03:00:00,TS,-13.7812,109.202
2000,SI,WA,26,KIRRILY,2000-01-26:06:00:00,TS,-14.1264,109.812
2000,SI,WA,27,KIRRILY,2000-01-26:09:00:00,TS,-14.5401,110.282
2000,SI,WA,29,KIRRILY,2000-01-26:12:00:00,TS,-14.9479,110.681
2000,SI,WA,30,KIRRILY,2000-01-26:15:00:00,TS,-15.3326,111.104
2000,SI,WA,32,KIRRILY,2000-01-26:18:00:00,TS,-15.725,111.525
2000,SI,WA,33,KIRRILY,2000-01-26:21:00:00,TS,-16.0987,111.934
2000,SI,WA,35,KIRRILY,2000-01-27:00:00:00,TS,-16.4355,112.239
2000,SI,WA,36,KIRRILY,2000-01-27:03:00:00,TS,-16.7471,112.396
2000,SI,WA,38,KIRRILY,2000-01-27:06:00:00,TS,-17.0246,112.429
2000,SI,WA,39,KIRRILY,2000-01-27:09:00:00,TS,-17.3007,112.38
2000,SI,WA,41,KIRRILY,2000-01-27:12:00:00,TS,-17.5828,112.192
2000,SI,WA,42,KIRRILY,2000-01-27:15:00:00,TS,-17.8298,111.923
2000,SI,WA,44,KIRRILY,2000-01-27:18:00:00,TS,-18.0138,111.582
2000,SI,WA,45,KIRRILY,2000-01-27:21:00:00,TS,-18.1604,111.172
2000,SI,WA,47,KIRRILY,2000-01-28:00:00:00,TS,-18.2759,110.763
2000,SI,WA,48,KIRRILY,2000-01-28:03:00:00,TS,-18.3709,110.383
2000,SI,WA,50,KIRRILY,2000-01-28:06:00:00,TS,-18.488,110.021
2000,SI,WA,51,KIRRILY,2000-01-28:09:00:00,TS,-18.6582,109.708
2000,SI,WA,53,KIRRILY,2000-01-28:12:00:00,TS,-18.8452,109.417
2000,SI,WA,54,KIRRILY,2000-01-28:15:00:00,TS,-19.0333,109.127
2000,SI,WA,56,KIRRILY,2000-01-28:18:00:00,TS,-19.2529,108.826
