year,basin,region,no,name,datetime,intensity,lat,lon
2005,SI,MM,85,CHAMBO,2005-01-01:00:00:00,MX,-26.4,68.3
2005,SI,MM,86,CHAMBO,2005-01-01:03:00:00,MX,-26.6892,68.0266
2005,SI,MM,87,CHAMBO,2005-01-01:06:00:00,MX,-27.0333,67.8333
2005,SI,MM,88,CHAMBO,2005-01-01:09:00:00,MX,-27.5133,67.7598
2005,SI,MM,89,CHAMBO,2005-01-01:12:00:00,MX,-28.04,67.78
2005,SI,MM,90,CHAMBO,2005-01-01:15:00:00,MX,-28.5125,67.8261
2005,SI,MM,91,CHAMBO,2005-01-01:18:00:00,MX,-28.9667,67.8667
2005,SI,MM,92,CHAMBO,2005-01-01:21:00:00,ET,-29.4725,67.8152
2005,SI,MM,93,CHAMBO,2005-01-02:00:00:00,ET,-29.9,67.7
2005,SI,MM,94,CHAMBO,2005-01-02:03:00:00,ET,-30.23,67.585
2005,SI,MM,95,CHAMBO,2005-01-02:06:00:00,ET,-30.5,67.5
2005,SI,MM,96,CHAMBO,2005-01-02:09:00:00,ET,-30.7649,67.4476
2005,SI,MM,97,CHAMBO,2005-01-02:12:00:00,ET,-31,67.5
2005,SI,MM,98,CHAMBO,2005-01-02:15:00:00,ET,-31.1849,67.6829
2005,SI,MM,99,CHAMBO,2005-01-02:18:00:00,ET,-31.4,68
2005,SI,MM,100,CHAMBO,2005-01-02:21:00:00,ET,-31.7198,68.3977
2005,SI,MM,101,CHAMBO,2005-01-03:00:00:00,ET,-32.1,68.9
2005,SI,MM,102,CHAMBO,2005-01-03:03:00:00,ET,-32.5073,69.4625
2005,SI,MM,103,CHAMBO,2005-01-03:06:00:00,TS,-32.9,70.1
2005,SI,MM,104,CHAMBO,2005-01-03:09:00:00,TS,-33.2065,70.7414
2005,SI,MM,105,CHAMBO,2005-01-03:12:00:00,TS,-33.5,71.5
2005,SI,MM,106,CHAMBO,2005-01-03:15:00:00,TS,-33.8373,72.4425
2005,SI,MM,107,CHAMBO,2005-01-03:18:00:00,TS,-34.2,73.5
2005,SI,WA,17,RAYMOND,2005-01-01:00:00:00,TS,-14.5667,121.367
2005,SI,WA,18,RAYMOND,2005-01-01:03:00:00,TS,-14.4683,121.522
2005,SI,WA,19,RAYMOND,2005-01-01:06:00:00,TS,-14.4,121.733
