year,basin,region,no,name,datetime,intensity,lat,lon
2009,SI,WA,129,BILLY,2009-01-01:00:00:00,NR,-15.11,102.375
2009,SI,WA,130,BILLY,2009-01-01:03:00:00,NR,-15.043,101.871
2009,SI,WA,131,BILLY,2009-01-01:06:00:00,NR,-15.025,101.375
2009,SI,WA,132,BILLY,2009-01-01:09:00:00,NR,-15.003,100.882
2009,SI,WA,133,BILLY,2009-01-01:12:00:00,NR,-14.94,100.37
2009,SI,WA,134,BILLY,2009-01-01:15:00:00,NR,-14.7754,99.8091
2009,SI,WA,135,BILLY,2009-01-01:18:00:00,NR,-14.58,99.25
2009,SI,WA,136,BILLY,2009-01-01:21:00:00,NR,-14.4333,98.7515
2009,SI,WA,137,BILLY,2009-01-02:00:00:00,NR,-14.29,98.255
2009,SI,WA,138,BILLY,2009-01-02:03:00:00,NR,-14.1128,97.7141
2009,SI,WA,139,BILLY,2009-01-02:06:00:00,NR,-13.95,97.15
2009,SI,WA,140,BILLY,2009-01-02:09:00:00,NR,-13.8511,96.597
2009,SI,WA,141,BILLY,2009-01-02:12:00:00,NR,-13.755,96
2009,SI,WA,142,BILLY,2009-01-02:15:00:00,NR,-13.6037,95.3235
2009,SI,WA,143,BILLY,2009-01-02:18:00:00,NR,-13.43,94.605
2009,SI,WA,144,BILLY,2009-01-02:21:00:00,NR,-13.2522,93.8795
2009,SI,WA,145,BILLY,2009-01-03:00:00:00,NR,-13.085,93.175
2009,SI,WA,146,BILLY,2009-01-03:03:00:00,NR,-12.9451,92.4917
2009,SI,WA,147,BILLY,2009-01-03:06:00:00,NR,-12.83,91.92
2009,SI,WA,148,BILLY,2009-01-03:09:00:00,NR,-12.728,91.5574
2009,SI,WA,149,BILLY,2009-01-03:12:00:00,NR,-12.6429,91.23
2009,SI,WA,150,BILLY,2009-01-03:15:00:00,NR,-12.5776,90.7937
2009,SI,WA,151,BILLY,2009-01-03:18:00:00,NR,-12.525,90.275
2009,SI,MM,152,BILLY,2009-01-03:21:00:00,NR,-12.4504,89.6825
2009,SI,MM,153,BILLY,2009-01-04:00:00:00,NR,-12.4,89
2009,SI,MM,1,DONGO,2009-01-07:12:00:00,TS,-12.6,68.9
2009,SI,MM,2,DONGO,2009-01-07:15:00:00,TS,-12.655,69.0775
2009,SI,MM,3,DONGO,2009-01-07:18:00:00,TS,-12.7,69.3
2009,SI,MM,4,DONGO,2009-01-07:21:00:00,TS,-12.735,69.5926
2009,SI,MM,5,DONGO,2009-01-08:00:00:00,TS,-12.8,69.9
2009,SI,MM,6,DONGO,2009-01-08:03:00:00,TS,-12.8824,70.1502
2009,SI,MM,7,DONGO,2009-01-08:06:00:00,TS,-13.3,70.46
2009,SI,MM,8,DONGO,2009-01-08:09:00:00,TS,-13.8847,70.7395
2009,SI,MM,9,DONGO,2009-01-08:12:00:00,TS,-14.4857,70.8286
2009,SI,MM,10,DONGO,2009-01-08:15:00:00,TS,-15.0129,70.6692
2009,SI,MM,11,DONGO,2009-01-08:18:00:00,TS,-15.45,70.35
2009,SI,MM,12,DONGO,2009-01-08:21:00:00,TS,-15.8476,69.8925
2009,SI,MM,13,DONGO,2009-01-09:00:00:00,TS,-16.05,69.3
2009,SI,MM,14,DONGO,2009-01-09:03:00:00,TS,-16.2878,68.9301
2009,SI,MM,15,DONGO,2009-01-09:06:00:00,TS,-16.55,68.65
2009,SI,MM,16,DONGO,2009-01-09:09:00:00,TS,-16.8363,68.2926
2009,SI,MM,17,DONGO,2009-01-09:12:00:00,TS,-17.1,67.95
2009,SI,MM,18,DONGO,2009-01-09:15:00:00,TS,-17.2937,67.6374
2009,SI,MM,19,DONGO,2009-01-09:18:00:00,TS,-17.45,67.4
2009,SI,MM,20,DONGO,2009-01-09:21:00:00,TS,-17.6037,67.255
2009,SI,MM,21,DONGO,2009-01-10:00:00:00,TS,-17.75,67.2
2009,SI,MM,22,DONGO,2009-01-10:03:00:00,TS,-17.8737,67.1913
2009,SI,MM,23,DONGO,2009-01-10:06:00:00,TS,-18.05,67.25
2009,SI,MM,24,DONGO,2009-01-10:09:00:00,TS,-18.3262,67.3488
2009,SI,MM,25,DONGO,2009-01-10:12:00:00,TS,-18.7,67.5
2009,SI,MM,26,DONGO,2009-01-10:15:00:00,TS,-19.145,67.6888
2009,SI,MM,27,DONGO,2009-01-10:18:00:00,TS,-19.65,67.9
2009,SI,MM,28,DONGO,2009-01-10:21:00:00,TS,-20.1562,68.089
2009,SI,MM,29,DONGO,2009-01-11:00:00:00,TS,-20.7,68.3
2009,SI,MM,30,DONGO,2009-01-11:03:00:00,TS,-21.285,68.5564
2009,SI,MM,31,DONGO,2009-01-11:06:00:00,TS,-21.9,68.85
2009,SI,MM,32,DONGO,2009-01-11:09:00:00,TS,-22.4951,69.1789
2009,SI,MM,33,DONGO,2009-01-11:12:00:00,TS,-23.15,69.5
2009,SI,MM,34,DONGO,2009-01-11:15:00:00,TS,-23.8863,69.7911
2009,SI,MM,35,DONGO,2009-01-11:18:00:00,TS,-24.75,70
2009,SI,MM,36,DONGO,2009-01-11:21:00:00,TS,-25.8262,70.1027
2009,SI,MM,37,DONGO,2009-01-12:00:00:00,TS,-26.85,70.1
2009,SI,MM,38,DONGO,2009-01-12:03:00:00,TS,-27.5687,69.9821
2009,SI,MM,39,DONGO,2009-01-12:06:00:00,MX,-28.1,69.9
2009,SI,MM,40,DONGO,2009-01-12:09:00:00,MX,-28.5434,69.9817
2009,SI,MM,41,DONGO,2009-01-12:12:00:00,MX,-28.95,70.25
2009,SI,MM,42,DONGO,2009-01-12:15:00:00,MX,-29.4428,70.7295
2009,SI,MM,43,DONGO,2009-01-12:18:00:00,ET,-29.95,71.3
2009,SI,MM,44,DONGO,2009-01-12:21:00:00,ET,-30.4247,71.7758
2009,SI,MM,45,DONGO,2009-01-13:00:00:00,ET,-30.9,72.25
2009,SI,MM,46,DONGO,2009-01-13:03:00:00,ET,-31.3809,72.7459
2009,SI,MM,47,DONGO,2009-01-13:06:00:00,ET,-31.9,73.3
2009,SI,MM,48,DONGO,2009-01-13:09:00:00,ET,-32.4948,73.9145
2009,SI,MM,49,DONGO,2009-01-13:12:00:00,ET,-33.16,74.62
2009,SI,MM,50,DONGO,2009-01-13:15:00:00,ET,-33.8464,75.4563
2009,SI,MM,51,DONGO,2009-01-13:18:00:00,ET,-34.6,76.5
2009,SI,MM,52,DONGO,2009-01-13:21:00:00,ET,-35.5233,77.6917
2009,SI,MM,53,DONGO,2009-01-14:00:00:00,ET,-36.6,79.1
2009,SI,MM,54,DONGO,2009-01-14:03:00:00,ET,-37.8237,80.7661
2009,SI,MM,55,DONGO,2009-01-14:06:00:00,ET,-39,82.5
2009,SI,MM,56,DONGO,2009-01-14:09:00:00,ET,-39.9311,84.059
2009,SI,MM,57,DONGO,2009-01-14:12:00:00,ET,-40.7,85.5
2009,SI,MM,1,ERIC,2009-01-16:12:00:00,TS,-15.4,59.45
2009,SI,MM,2,ERIC,2009-01-16:15:00:00,TS,-15.4008,58.7199
2009,SI,MM,3,ERIC,2009-01-16:18:00:00,TS,-15.4,58.05
2009,SI,MM,4,ERIC,2009-01-16:21:00:00,TS,-15.3996,57.4775
2009,SI,MM,5,ERIC,2009-01-17:00:00:00,TS,-15.4,56.95
2009,SI,MM,6,ERIC,2009-01-17:03:00:00,TS,-15.396,56.4075
2009,SI,MM,7,ERIC,2009-01-17:06:00:00,TS,-15.4,55.85
2009,SI,MM,8,ERIC,2009-01-17:09:00:00,TS,-15.4063,55.2386
2009,SI,MM,9,ERIC,2009-01-17:12:00:00,TS,-15.45,54.65
2009,SI,MM,10,ERIC,2009-01-17:15:00:00,TS,-15.5598,54.1488
2009,SI,MM,11,ERIC,2009-01-17:18:00:00,TS,-15.7,53.7
2009,SI,MM,12,ERIC,2009-01-17:21:00:00,TS,-15.8211,53.2749
2009,SI,MM,13,ERIC,2009-01-18:00:00:00,TS,-15.95,52.85
2009,SI,MM,14,ERIC,2009-01-18:03:00:00,TS,-16.0963,52.3712
2009,SI,MM,15,ERIC,2009-01-18:06:00:00,TS,-16.25,51.9
2009,SI,MM,16,ERIC,2009-01-18:09:00:00,TS,-16.4,51.4662
2009,SI,MM,17,ERIC,2009-01-18:12:00:00,TS,-16.55,51.1
2009,SI,MM,18,ERIC,2009-01-18:15:00:00,TS,-16.6848,50.8423
2009,SI,MM,19,ERIC,2009-01-18:18:00:00,TS,-16.85,50.6
2009,SI,MM,20,ERIC,2009-01-18:21:00:00,TS,-17.0776,50.2426
2009,SI,MM,21,ERIC,2009-01-19:00:00:00,TS,-17.35,49.9
2009,SI,MM,22,ERIC,2009-01-19:03:00:00,TS,-17.6049,49.6624
2009,SI,MM,23,ERIC,2009-01-19:06:00:00,TS,-17.95,49.5
2009,SI,MM,24,ERIC,2009-01-19:09:00:00,TS,-18.47,49.3775
2009,SI,MM,25,ERIC,2009-01-19:12:00:00,TS,-19.05,49.3
2009,SI,MM,26,ERIC,2009-01-19:15:00:00,TS,-19.5462,49.2312
2009,SI,MM,27,ERIC,2009-01-19:18:00:00,TS,-20.05,49.2
2009,SI,MM,28,ERIC,2009-01-19:21:00:00,TS,-20.5875,49.2248
2009,SI,MM,29,ERIC,2009-01-20:00:00:00,TS,-21.2,49.25
2009,SI,MM,30,ERIC,2009-01-20:03:00:00,TS,-21.9275,49.1929
2009,SI,MM,31,ERIC,2009-01-20:06:00:00,TS,-22.7,49.15
2009,SI,MM,32,ERIC,2009-01-20:09:00:00,TS,-23.485,49.2208
2009,SI,MM,33,ERIC,2009-01-20:12:00:00,TS,-24.15,49.3
2009,SI,MM,34,ERIC,2009-01-20:15:00:00,TS,-24.5375,49.2642
2009,SI,MM,35,ERIC,2009-01-20:18:00:00,TS,-24.85,49.25
2009,SI,MM,36,ERIC,2009-01-20:21:00:00,TS,-25.2649,49.3442
2009,SI,MM,37,ERIC,2009-01-21:00:00:00,TS,-25.8,49.55
2009,SI,MM,38,ERIC,2009-01-21:03:00:00,TS,-26.4665,49.7789
2009,SI,MM,39,ERIC,2009-01-21:06:00:00,MX,-27.3,50.25
2009,SI,MM,40,ERIC,2009-01-21:09:00:00,MX,-28.2945,51.0716
2009,SI,MM,41,ERIC,2009-01-21:12:00:00,MX,-29.35,52.2
2009,SI,MM,42,ERIC,2009-01-21:15:00:00,MX,-30.2942,53.4521
2009,SI,MM,43,ERIC,2009-01-21:18:00:00,MX,-31.2571,54.9429
2009,SI,MM,44,ERIC,2009-01-21:21:00:00,MX,-32.259,56.6101
2009,SI,MM,45,ERIC,2009-01-22:00:00:00,MX,-33.2,58.48
2009,SI,MM,46,ERIC,2009-01-22:03:00:00,SS,-33.9642,60.6055
2009,SI,MM,47,ERIC,2009-01-22:06:00:00,SS,-34.8,63
2009,SI,MM,48,ERIC,2009-01-22:09:00:00,SS,-35.615,65.3981
2009,SI,MM,49,ERIC,2009-01-22:12:00:00,TS,-36.4,67.8
2009,SI,MM,1,FANELE,2009-01-17:06:00:00,TS,-20,42.9
2009,SI,MM,2,FANELE,2009-01-17:09:00:00,TS,-20.15,42.7876
2009,SI,MM,3,FANELE,2009-01-17:12:00:00,TS,-20.3,42.7
2009,SI,MM,4,FANELE,2009-01-17:15:00:00,TS,-20.45,42.6499
2009,SI,MM,5,FANELE,2009-01-17:18:00:00,TS,-20.6,42.62
2009,SI,MM,6,FANELE,2009-01-17:21:00:00,TS,-20.7517,42.5617
2009,SI,MM,7,FANELE,2009-01-18:00:00:00,TS,-20.9,42.4857
2009,SI,MM,8,FANELE,2009-01-18:03:00:00,TS,-21.0463,42.3787
2009,SI,MM,9,FANELE,2009-01-18:06:00:00,TS,-21.2,42.25
2009,SI,MM,10,FANELE,2009-01-18:09:00:00,TS,-21.3937,42.1725
2009,SI,MM,11,FANELE,2009-01-18:12:00:00,TS,-21.55,42.05
2009,SI,MM,12,FANELE,2009-01-18:15:00:00,TS,-21.6052,41.7787
2009,SI,MM,13,FANELE,2009-01-18:18:00:00,TS,-21.6,41.5
2009,SI,MM,14,FANELE,2009-01-18:21:00:00,TS,-21.5599,41.3486
2009,SI,MM,15,FANELE,2009-01-19:00:00:00,TS,-21.55,41.25
2009,SI,MM,16,FANELE,2009-01-19:03:00:00,TS,-21.66,41.1388
2009,SI,MM,17,FANELE,2009-01-19:06:00:00,TS,-21.8,41.05
2009,SI,MM,18,FANELE,2009-01-19:09:00:00,TS,-21.9237,40.9512
2009,SI,MM,19,FANELE,2009-01-19:12:00:00,TS,-21.95,40.95
2009,SI,MM,20,FANELE,2009-01-19:15:00:00,TS,-21.7951,41.1339
2009,SI,MM,21,FANELE,2009-01-19:18:00:00,TS,-21.55,41.4
2009,SI,MM,22,FANELE,2009-01-19:21:00:00,TS,-21.3437,41.6249
2009,SI,MM,23,FANELE,2009-01-20:00:00:00,TS,-21.1,41.85
2009,SI,MM,24,FANELE,2009-01-20:03:00:00,TS,-20.7638,42.0864
2009,SI,MM,25,FANELE,2009-01-20:06:00:00,TS,-20.45,42.3
2009,SI,MM,26,FANELE,2009-01-20:09:00:00,TS,-20.2603,42.4345
2009,SI,MM,27,FANELE,2009-01-20:12:00:00,TS,-20.15,42.6
2009,SI,MM,28,FANELE,2009-01-20:15:00:00,TS,-20.0488,42.8926
2009,SI,MM,29,FANELE,2009-01-20:18:00:00,TS,-20.1,43.2
2009,SI,MM,30,FANELE,2009-01-20:21:00:00,TS,-20.2939,43.4214
2009,SI,MM,31,FANELE,2009-01-21:00:00:00,TS,-20.6,43.65
2009,SI,MM,32,FANELE,2009-01-21:03:00:00,TS,-20.9299,43.9591
2009,SI,MM,33,FANELE,2009-01-21:06:00:00,TS,-21.35,44.35
2009,SI,MM,34,FANELE,2009-01-21:09:00:00,TS,-21.9,44.8197
2009,SI,MM,35,FANELE,2009-01-21:12:00:00,TS,-22.45,45.35
2009,SI,MM,36,FANELE,2009-01-21:15:00:00,TS,-22.8695,45.8629
2009,SI,MM,37,FANELE,2009-01-21:18:00:00,TS,-23.2,46.45
2009,SI,MM,38,FANELE,2009-01-21:21:00:00,TS,-23.4614,47.1817
2009,SI,MM,39,FANELE,2009-01-22:00:00:00,MX,-23.7,47.95
2009,SI,MM,40,FANELE,2009-01-22:03:00:00,MX,-23.9659,48.6481
2009,SI,MM,41,FANELE,2009-01-22:06:00:00,MX,-24.3,49.3
2009,SI,MM,42,FANELE,2009-01-22:09:00:00,MX,-24.7225,49.9451
2009,SI,MM,43,FANELE,2009-01-22:12:00:00,MX,-25.25,50.5
2009,SI,MM,44,FANELE,2009-01-22:15:00:00,MX,-25.8659,50.9205
2009,SI,MM,45,FANELE,2009-01-22:18:00:00,ET,-26.55,51.25
